,User @,Comment Text,original_comment
705,dana_melon,setuju kehidupan sehat,['Setuju kehidupan sehat yg baru']
706,dandelion472,hebatnya pemimpin main mengubah aja,"['itulah hebatny pemimpin dlu,dikalkulasi,dipertimbangkn,klau skrg main pindah aj,']"
707,daniaditama10,paru paru bumiku,['paru paru bumiku']
708,danianovitasari3,menolak proyeknya jangka menguras anggaranan pembangunan belanja negara,['Tidak menolak sebenarnya cm proyeknya dibuat jangka panjang supaya tdk menguras terlalu banyak APBN.']
709,daniheyanto,iya yee ya sabar gas iya baikk doong yehh jelass iya bestt iya ngedukung banget ya,"['harus dong', 'iya betull', 'yee jelas', 'yesss gak sabar', 'gass', 'iya betul', 'baikk doong', 'yehh jelass', 'iya bestt', 'iya ngedukung banget', 'yess betull']"
710,daniilyas985,biarkan indonesia terjual,['Jangan biarkan INDONESIA TERJUAL']
711,danirandom123,hutan indonesia tangan kalimantan nya kalimantan yah jakarta polusi nya kota,['padahal hutan Indonesia di tangan Kalimantan 🥺gimana jadi nya Kalimantan ya Jakarta aja polusi nya gak bisa di atas apa lagi ibu kota baru ini']
712,daniyal.fairuzs,bentar masukin agustus,['bentar lagi akan masukin bukan Agustus']
713,danstore2,mantap pakk pokoknya setuju pakk kemajuan indonesia,['mantapppp pakk..\npokoknya saya setuju pakk\ndemi kemajuan NKRI']
714,daplunklwk,orang jawa cuman jakarta,['aku aja yang orang jawa aja cuman lewat. .jakarta']
715,dapoerholiday,jakarta pusat ekonomi bisnis contoh turki pusat ekonomi bisnisnya istanbul pusat pemerintahannya,"['Jakarta akan tetap menjadi pusat ekonomi dan bisnis, seperti contoh Turki, pusat ekonomi dan bisnisnya di Istanbul pusat pemerintahannya di Ankara']"
716,dapur_hotnidaa,presidenku,['malasih presidenku']
717,dara.marshalena,pusat perekonomian kaya nya tetep jakarta,['Tpi pusat perekonomian kaya nya tetep dijakarta']
718,darahpacitan,majukan sejahtera majukan,"['tidak perlu maju yg ptg sejahtera, itu psti maju']"
719,dariahriah33,mantaaap,['mantaaap']
720,darkroom01_,berharap pas pembangunan kota tersedia perkabelan artian kabelnya ditanam gitu batam estetika,"['Berharap pas pembangunan ibu kota baru gak ada perkabel""an dalam artian kabel""nya ditanam gitu kayak di Batam kan aesthetic😉']"
721,darnoptbest,perencanaan bagus jangka,['perencanaan bagus untuk jangka panjang..']
722,darwin16075,digadaikan,['Masa depan yang digadaikan...']
723,darwinhutasoit346,presiden pilihan tuhan melaui suara rakyat,['luar biasa benar benar presiden pilihan Tuhan melaui suara rakyat']
724,daryantoanto85,sakarepmu,['Sakarepmu 😜😜😜']
725,dasrial241161,bunga utang numpuk duit nya darimana,"['bunga utang numpuk', 'duit nya dari.mana....']"
726,datmo12,kolaborasi mantabzzzzz,['Kolaborasi yang mantabzzzzz']
727,datu_b,kota nusantara borneo,['IKN Borneo']
728,daunnanas,gais senin harga,"['ingat gais, hari senin harga naik 😂']"
729,davautiwi67,hore tinggal,['yeeeeeeeeeey aku tinggal di sana']
730,david_barat,,['benar']
731,davidcreator07,ahhhh cakpe deh,['ahhhh cakpe deh']
732,davidputrachaniago,uang nya,['uang nya dari mana']
733,davidyaniaeylah,jawa pentengke nak ne jowo tok mas yo majukan barang,['terus kapan luar jawa di pentengke.\nnak ono ne mek jowo tok mas.\nseng liyo yo pengen maju barang.']
734,davitdavit7876,kantor sales nya dimana nih ngelamar,"['kantor sales nya dimana ni, mau ngelamar']"
735,dderlang,kota nusantara,['IKN untuk siapa?']
736,ddhepao1_,keren,['Keren bapak gua']
737,de_yo_ga,setuju kemajuan bangsa banget,"['setuju, untuk kemajuan bangsa', 'betul banget itu pak']"
738,dea11459,doa terbaik mu pemerintah qu tercinta,['doa slalu yg terbaik slalu untuk mu wahai bapak negara qu tercinta🥰🥰🥰']
739,dealovamarchel,jokowi hebat cinta jokowi orang orang hebat tuhan menyertai jokowi indonesia majukan,['pak de Jokowi hebat👍👍\nkami cinta Jokowi🥰\norang baik\norang hebat\nTUHAN menyertai bapak JOKOWI & INDONESIA MAJU😇']
740,deatiwana,nya uang nya,['pertanyaan nya uang nya dari mana']
741,debbydeborangel,aaaa ditunggu nih,['aaaa yang ditunggu ni']
742,deboralucy609,wahh semoga lancar yah pembangunanya,['wahh semoga lancar ya pembangunanya']
743,deborasrioctavia,jokowi 3 periode,['Jokowi 3 periode']
744,debriantodebriant5,kota pindahkan sempang dipikirkan alasan nya pemerintah mengusahakan terbaik bangsa pemerintah,['ibu kota di pindahkan ngak sempang itu aja pasti sudah dipikirkan alasan nya dan pasti pemerintah mengusahakan yg terbaik untuk dan bangsa negara kita']
745,dedehmaulidah1,keren pembangunan gencar perumahan bogor,['keren pak kenapa pembangunan gencar perumahan di bogor pak']
746,dedehyunengsih19,setuju,['setuju']
747,dedetgeneration,transformasi migas bahan baku produk impor kedepannya,"['bisa GK transformasi mulai dari migas,,,, bahan baku - produk jadi TDK lagi impor kedepannya']"
748,dedihikalsani98,mantap presiden berpikir positif pesimis majukan ndonesia majukan,"['mantap presiden ku, harus berpikir positif jgn pesimis\n@INDONESIA MAJU🇮🇩 ndonesia maju']"
749,dedinazurah,kota nusantara basis proyek,['ikn sebagai basis proyek baru']
750,dedisupriyadi4756,suka tersedia ujungnya,['😁😁😂 suka ada ujungnya 😁😁😂😂 cukup tau aja']
751,dedynjs,jokowi isthe terbaik ptesident,['Jokowi isthe best ptesident']
752,dedyysyarifudin,,['👌👍👍👍👍']
753,deebabys23,marketing 5 no no no invest asing sewa tanah,"['marketing 🌟5\nno.. no.. no..\ninvest asing sewa tanah berapa taun, pak ?']"
754,defitbgdbasa,dukung kota nusantara jokowi dukung kota nusantara jokowi,"['dukung IKN...\njokowi 👍', 'dukung IKN...\njokowi 👍']"
755,deiyancitizen,percaya,['tidak bisa d percaya']
756,dek_allviii,pelajaran ips materi,['pelajaran ips nambah materi baru lagi🤣']
757,dekelsjr,berhutang yah,['kalau boleh jangan ngutang ya pak😌']
758,deksayang2023,mengubah kalimantan,['pengen ikut pindah ke kalimantan 😂😂😂']
759,delimajuntaq,presiden terbaik,['Bapak Presiden Terbaik ku']
760,demaganteng2,setuju bir tersedia demonstrasi hadang orang dayak,['setuju dong bir klo ada yg demo bisa di hadang sama orng dayak']
761,den_99819,intinya 1 pemerataan negeri 2 menyelamatkan jakarta jawa 3 kalimantan tersedia ditengah-tengah,['intinya :\n1. pemerataan seluruh negri\n2. menyelamatkan jakarta dan Jawa\n3. kalimantan tepat ada ditengah2']
762,denai550,rakyat kalimantan sadarlahh,['rakyat Kalimantan kalian sadarlahh']
763,denbgus.com,tersedia utangan bank dunia tinggal utang gampang ko bayar yah terserah aja,['Kan Ada utangan di Bank Dunia tinggal utang gampang ko yg mau bayar yah Terserah ja siapa yg mau']
764,denipermanadinata,rencananya mudah mudahan terbaik,"['bismillah,apapun rencananya mudah mudahan ini yg terbaik buat kita semua']"
765,denipurnama7,pas banget 2024 pas pemilu demonstrasi besaran mknya mengubah kota cakep udah,"['pas banget 2024 pas pemilu udah tau bAkl da demo besar""an mKnya pindah ibu kota😂😂😂 cakep dah😂😂']"
766,denisetiawan004,duh demonstrasi istana biaya menyebrang lautan aman demonstrasi,"['duh klo mau demo ke istana biaya makin gede dong ini nyebrang lautan, aman dri demo']"
767,denmaz_moch,pemerintah majukan harua kota yahutang keles,['Emang kalau negara mau maju harua bikin ibukota baru ya...hutang baru keles']
768,dennyandi515,betuuuuulllllllll,['BETUUUUULLLLLLLLL']
769,dennyjericho01,,['🥰🥰🥰🥰🥰']
770,dennymanari,presiden no 1,['ini baru presiden no 1 ku🥰🥰🥰']
771,denysoo_,orang jawa mendukung pemindahan kota,['gue orang jawa sangat mendukung pemindahan ibukota baru']
772,deppialung777,sabar nunggu 2024 gantiiiiiiiiiiii,['udah ngak sabar nunggu tahun 2024 gantiiiiiiiiiiii']
773,depslam,investor nya tersedia gitu,['investor nya ga ada gt pak... 😁']
774,deqyu_shop,perbaiki ekonomi rakyat morat marit,['perbaiki ekonomi rakyat dulu pak yg masih morat marit...']
775,deray.1818,segampang perguso,['gak segampang itu perguso 😁']
776,derian1912,terjawab kota iklimnya hijau hijaunya hilang gedung2,"['Semua akan terjawab nanti kalau sudah jadi ibukota baru, apakah iklimnya akan sama masih hijau atau nanti hijaunya bakal hilang dan jadi gedung2']"
777,deryfebry0,jakarta,['sy tetap Jakarta ...']
778,deschamays,sayang banyak2,['sayang Bapak banyak2🥰🥰']
779,deshafacollection,suka indonesia paru dunia kalimantan pulau melindungi insan,"['lebih suka indonesia jd paru"" dunia melalui kalimantan dan pulau lainnya. melindungi semua insan.']"
780,desilukman0,bbm turun,['bbm dlu turun kn pak']
781,desipuspasari92,apapun insyaallah positif banget nih,"['apapun itu insyaallah hal positif', 'nah bener banget nih']"
782,dessiarmoyeni,duit duluterserah,['yg penting dapat duit dulu...terserah selanjutnya']
783,destroy.12,urus idup aman damai sentosa,['ora urus yg penting gua bisa idup dengan keadaan aman damai dan sentosa']
784,deuxergamingindo,yeaaaay kalimantan timur kota nusantara,['yeaaaay kalimantan Timur itu ikn']
785,deviayu733,terima kasih kerja keras rakyat terbaik indonesia semoga lindungan allah subhanahuwatala amin 2 ya rbbl alamin,"['terima ksh atas kerja keras bapak saya rakyat kecil slalu menginginkan yg terbaik untuk indonesia', 'semuga bapak slalu dlm lindungan allah subhanahuwatala amiinn 2 ye rbbl alamin 🙏🙏🙏🙏🙏🙏🤲🤲🤲🤲']"
786,devina719,jakartaaaaaa,['jakartaaaaaa 🥺']
787,dewaamor341,mantaaab bangsa,['Mantaaab BPK bangsa💪❤️🇮🇩👍🙏']
788,dewamadeoka585,rahayu indonesiaku,['Rahayu Indonesiaku']
789,dewifebriana7,setuju deharus berani,['setuju pak de..harus berani']
790,dewifortuna602,mendukung,['mendukung lah']
791,deyan.s86,berhutang,['asal jangan ngutang gak apa apa pak de']
792,dfsrwdy,tersedia artis konser tolong tetep jakarta sajah,['yg penting klo ada artis mau konser tolong tetep jakarta sajah🙂😬']
793,dhanie053,kota indonesia kota terindah dunia,['Ibukota Indonesia bakal jadi ibukota terindah didunia🤩🤩😎👍👏']
794,dhanymr.com,pantasan jalan sepaku baiki kd rusak parah kgi,['pantasan jalan sepaku di baiki KD rusak parah kgi']
795,dhawsarga,yusuf kalla kota nusantara,['kata bapak Yusuf Kalla IKN akan banyak masalah....!!!']
796,dhayatz_hidayatz,pemerintah majurakyat sengsara,['Negara Maju....Rakyat Sengsara 😅']
797,dheabundanealqarni,salam pancasila salam Indonesia,['salam Pancasila salam Nusantara']
798,dhilah2978,kalimantan timur macet kalimantan timur macet,"['belum nanti kaltim macet', 'belum nanti kaltim macet']"
799,dhinoselyupuitusoalima,kota nusantara kota nasacom,['IKN: IBU KOTA NASACOM']
800,dhitasetianingrum_07,takutnya ongkos kirim mahal,['gw takutnya kalo ongkir nambah mahal😶😭🙏']
801,dhiya_islamica,pohon ditebang kota ya,['kira2 brp pohon yg ditebang untuk ibukota yaa...???']
802,diahmcwhydi,bebas kota mengubah kemana geh harga sembako tetep bersahabat biar dapur ngebul,"['Bebas ibu kota mau pindah kemana geh, yang penting harga sembako tetep bersahabat biar dapur gak ngebul😂']"
803,diahrksweet,duuuluuu terealisasi skrgpaham kemana,['sejak duuuluuu tapi baru terealisasi skrg.Paham kan??? yg dulu kemana???😌']
804,dian.hr02,resesi 2023,['katanya resesi 2023😏']
805,dian_manisee,,['@ryh4n19 @dockaycar']
806,dianredha,hutang hutang kerjamu nanggung rakyat,['hutang hutang kerjamu pak yg nanggung rakyat']
807,dicktrianditadj80,pakde kayak,['hanya kamu pakde yg bisa kyk gini']
808,didikk43,tolnya bayar mahal rakyat tol bisnis,['tolnya aja bayar mahal berarti bukan untuk rakyat tol untuk bisnis']
809,dieri96,indonesiaku,['bismillah indonesiaku 🔥🔥🔥💪💪💪💪']
810,dikvuckz,ongkos kirim mahal yah,['ongkir mahal ga ya']
811,dikyaldysahreal,indah bersih teratur soap warganya pendatang mudah atur warganya menjaga kebersiha,"['saya yakin bakal jadi tempat indah bersih dan teratur, soap soalnya nanti warganya pendatang jadi mudah untuk di atur warganya untuk menjaga kebersiha']"
812,dilaganaira,yuk siap=siap mengubah kota nusantara,['yok siap2 pindah ke IKN😁']
813,dimasfyh,jaman pakai kereta api mrt krl rakyat sadar aturan,"['jaman sekarang gak pake kereta api tapi MRT & KRL', 'sampe rakyat sadar akan aturan']"
814,dimasgf_kae69,intinya menginjakan kaki kota nusantara prinsip pemikiran majukan berpendidikan menghasilkan budaya kerja bersaing,['intinya yg bisa menginjakan kaki ke IKN harus punya prinsip pemikiran yg maju dan berpendidikan tinggi agar menghasilkan budaya kerja yg bisa bersaing']
815,dimasyuana_,semoga disaat jokowi menjabat proyeknya berjalan,['semoga disaat pak jokowi sudah tidak menjabat proyeknya tetap berjalan']
816,dimsdwip,paru paru bumi tercemar,['paru paru bumi tercemar sudah']
817,dinarbuyivi,semangat,['semangattttt']
818,dindakawaii_chichan,kalimantan dikenal banyaknya tanaman ditebang gedung,['Kalimantan dikenal banyaknya tanaman trus bakalan ditebang trus jdi banyak gedung jga']
819,dindakh70,kota pakai pesawat mengubah tolong,['nanti ke ibu kota harus pake pesawat 😓 jan pindah plis']
820,dindasukmadewi1,sabar nunggu diresmiin,['Gak sabar nunggu diresmiin']
821,diniernawati4,papa mengubah kota menambah hutang,['gk papa pak pindah ibu kota . tidak menambah hutang']
822,dinta_caesar,aduh paru paru bumi ngeri pohon tebangin,['aduh paru paru bumi itu ngeri tar kalo pohon pada di tebangin']
823,diondiontryandryanto,,['😅😅😅😅']
824,dioxide.monyenyo,mendukung ada-ada survey darimana,"['mendukung lah, ada2 aja survey darimana ini']"
825,diqycoker,keren,['keren😎🆒']
826,dirgaamir515,selesaikan cepat boss biar lihat kerja,['selesaikan CPT pak boss. biar aku bisa liht kerja bpk']
827,dirlybajo45,semangat jokowi prabowo,['semangat terus pak jokowi dan pak prabowo']
828,ditaamy147,mantaappsemoga lancar pembangunannya,"['Mantaapp,semoga lancar pembangunannya 🥰']"
829,dizona_nyaman,jokowi sia-sia pembangunan oposisi gengsi melanjutkan,"['penrus pak Jokowi harus satu misi,klo TDK bisa sia2 pembangunan selama ini\napa jdinya klo oposisi yg jdi mrka akan mersa gengsi klo harus melanjutkan']"
830,djatmicco122,setuju kota mengubah kalimantan posisi strategis,['sangat setuju jika ibukota pindah di Kalimantan posisi sangat strategis']
831,djiyo0,hati dukung joko wi 3 periode,['SATU HATI DUKUNG JOKO WI 3 PIRIODE']
832,djokosiswanto7,cepat lambat jawa barter hutang,['CEPAT ATAU LAMBAT JAWA SDH DI BARTER DGN HITANG']
833,djumanining,,['🥰🥰🥰🥰🥰🥰🥰🥰🥰']
834,djunolubis,,['betul']
835,dndrxixixi,kota menempati jokowi merencanakan jokowi sedih,['mungkin ibu kota baru yang menempati pertama juga bukan pak jokowi tapi yang merencanakan pasti pak jokowi jd sedih🥺']
836,dnltfyn,saksi sejarah indonesia pemerintah majukan kelak ceritakan hebatnya pemimpin,"['KITA SAKSI SEJARAH INDONESIA, UNTUK BISA JADI NEGARA MAJU, KELAK KITA AKAN CERITAKAN HEBATNYA PEMIMPIN KITA INI🥰']"
837,doakansayaibu,terserah deh lihat sebentar,['Terserah elu deh\nkita lihat aja entar😂']
838,doarestuatakelang,salah pilih kota tersedia sumur resapan nya,['kalau kalian salah pilih ibukota baru bakal ada sumur resapan nya😅😅😅😅']
839,dodysakti1,nikmati rakyat indonesia,['apakah ini bisa di nikmati seluruh rakyat indonesia😁']
840,dokter_citacitaku,ak setuju kalimantan kota suka kalimantan pohon hewan gedung,['gk ak gk setuju Kalimantan jadi kota besar soalnya aku lebih suka Kalimantan yg banyak pohon banyak hewan dari pada gedung']
841,dominicus._,jakarta lebeh,['jakarta lebeh baik']
842,donatt196,jakarta emangnya indonésia jakarta doang,"['Jakarta terus, emangnya Indonésia cuma jakarta doang....']"
843,donipermana5821,kota nya mengubah kereta cepat,['klw ibu kota nya pindah terus buat apa bikin kreta cepat']
844,donmoen921,setju,['setju']
845,donna_carmen,setuju Kalimantan kalimantan oksigennya dunia,['ga setuju klo dikalimantan krna kalimantan oksigennya dunia']
846,double_delta73,semoga lekas mengubah kota nusantara kalimantan,['Semoga lekas pindah IKN ke Kalimantan']
847,doubleofficial1,proyeknya pundak lutut kaki yah,['yang proyeknya pundak lutut kaki itu ya']
848,dovi_kristina,kabar hutan kalimantan,['apa kabar hutan Kalimantan 🥺']
849,dovidooo,pikirannya kedepan setuju kecuali majukan demonstrasi,['Kalo pikirannya jauh kedepan pasti setuju kecuali gamau maju dan terus demo']
850,drank_pablo,kota mengubah perekonomian jakarta urban area bos,"['gpp ibukota pindah , perekonomian ttp jakarta urban area bos']"
851,drs1136,mengubah takut demonstrasi,['pindah Krn takut di demo😂']
852,dryck_loncher,setuju nya kalimantan luas pakai sdngkan jawa jakarta kota semoga indonesia mnjad,['setuju sih Gua. soal nya buat apa Kalimantan luas kurang di pakai. sdngkan Jawa sudah sangat kalo di tetap Jakarta SBG ibu kota. smoga Indonesia mnjad']
853,dssro5,rakyat makan kehilangan pekerjaan nya perhatikan,"['Bnyk Rakyat yg tdk Makan, bnyk yg kehilangan pekerjaan\nBukan nya itu dulu yg di perhatikan']"
854,dudungm123,anis ya terbaik insaloh moal teruskan,['Anis y terbaik insaloh moal d teruskan']
855,duktakduk,setuju,['setujuuuu']
856,dulrohman1506,mantap lanjutkan sebagay rakyat mendukung,['mantap lanjutkan saya sebagay rakyat mendukung pak👍👍👍👍👍💪💪💪']
857,duniagabut15,kalimantan jakarta penuh polusi macetbismilah,['seketika Kalimantan seperti Jakarta penuh polusi dan macet#bismilah gak akan terjadi']
858,durensangut,gunanya mengubah kota udah,['gunanya pindah ibukota apa dah?']
859,durian_gendut,utang,['utang baru']
860,duta_pengangguran,semoga tersedia pemanasan global pas mengubah kota,['moga aja ga ada pemanasan global pas udh pindah ibukota']
861,duzbentryv,apapun tolong jaga,['apapun nanti tolong di jaga!']
862,dwihananingsih,semangat semoga sukses indonesia majukan,['semangat semoga sukses menuju indonesia maju']
863,dwikoriyati,rencana pa harto urung berat biaya semudah memidahkan kota nusantara sdm pwrhatikan,"['hanya rencana, tp pa harto urung juga, berat dengan biaya tidak semudah itu utk memidahkan IKN, sdm juga harus di pwrhatikan']"
864,dwisantoso658,kemajuan pemerintah kemajuan keluarga,['untuk kemajuan negara apa untuk kemajuan keluarga😂😂']
865,dwiseptianprayogi,emang dipecah pemerataan pusat pemerintah kalimantan pusat ekonimi jakarta pulau jawa,['tpi emng harusnya dipecah sih buat pemerataan pusat pemerintah di Kalimantan pusat ekonimi di jakarta atau pulau jawa']
866,dwiwidyanti16_,presiden jokowi,['presiden Jokowi ⭐⭐⭐']
867,dyahtsutami,membiat barang naiik,['apa ini yg membiat semua barang pada naiik....']
868,dys35,,"['BLM SYPP GUEE', 'BLM SYPP GUEE']"
869,eajajaksel,sih sih,"['gue gaksi', 'gue gaksi']"
870,ebambsuhartoe,setuju,['sangat setuju............🥰']
871,eddysaprudin,mantapsy banggabangga,['mantap...sy bangga..bangga....']
872,eddysubowo57,setuju indonesia majukan,['setuju untuk Indonesia Maju']
873,ediiiisuhart,situasi sulit uang,['SITUASI SULIT BEGINI😢😢😢😭😭😭\nUANG DARI MANA ?']
874,ediputrabozki10,joko kejakarta aja jarang ongkosnya mahal boro2 maw kekalimantan,['pak joko km kejakarta aj jarang ongkosnya mahal ini boro2 maw kekalimantan pak']
875,edisalamah7,gagasam bpktapi lihat anggaranya,['betul pak bukan gagasam bpk...tapi liat anggaranya dulu']
